"REF_DATE","GEO","DGUID","Sex","Age group","Disability type","Global Severity","Labour force status","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Mild","Age standardized participation rate","Percent","239","units","0","v91904927","2.3.1.10.2.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Mild","Employment Rate","Percent","239","units","0","v91904928","2.3.1.10.2.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Mild","Age standardized employment rate","Percent","239","units","0","v91904929","2.3.1.10.2.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Mild","Unemployment rate","Percent","239","units","0","v91904930","2.3.1.10.2.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Mild","Age standardized unemployment rate","Percent","239","units","0","v91904931","2.3.1.10.2.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Total labour force","Number","223","units","0","v91904932","2.3.1.10.3.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Employed","Number","223","units","0","v91904933","2.3.1.10.3.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Unemployed","Number","223","units","0","v91904934","2.3.1.10.3.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Not in labour force","Number","223","units","0","v91904935","2.3.1.10.3.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Participation rate","Percent","239","units","0","v91904936","2.3.1.10.3.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Age standardized participation rate","Percent","239","units","0","v91904937","2.3.1.10.3.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Employment Rate","Percent","239","units","0","v91904938","2.3.1.10.3.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Age standardized employment rate","Percent","239","units","0","v91904939","2.3.1.10.3.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Unemployment rate","Percent","239","units","0","v91904940","2.3.1.10.3.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Moderate","Age standardized unemployment rate","Percent","239","units","0","v91904941","2.3.1.10.3.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Total labour force","Number","223","units","0","v91904942","2.3.1.10.4.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Employed","Number","223","units","0","v91904943","2.3.1.10.4.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Unemployed","Number","223","units","0","v91904944","2.3.1.10.4.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Not in labour force","Number","223","units","0","v91904945","2.3.1.10.4.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Participation rate","Percent","239","units","0","v91904946","2.3.1.10.4.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Age standardized participation rate","Percent","239","units","0","v91904947","2.3.1.10.4.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Employment Rate","Percent","239","units","0","v91904948","2.3.1.10.4.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Age standardized employment rate","Percent","239","units","0","v91904949","2.3.1.10.4.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Unemployment rate","Percent","239","units","0","v91904950","2.3.1.10.4.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Severe","Age standardized unemployment rate","Percent","239","units","0","v91904951","2.3.1.10.4.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Total labour force","Number","223","units","0","v91904952","2.3.1.10.5.1","580","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Employed","Number","223","units","0","v91904953","2.3.1.10.5.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Unemployed","Number","223","units","0","v91904954","2.3.1.10.5.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Not in labour force","Number","223","units","0","v91904955","2.3.1.10.5.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Participation rate","Percent","239","units","0","v91904956","2.3.1.10.5.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Age standardized participation rate","Percent","239","units","0","v91904957","2.3.1.10.5.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Employment Rate","Percent","239","units","0","v91904958","2.3.1.10.5.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Age standardized employment rate","Percent","239","units","0","v91904959","2.3.1.10.5.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Unemployment rate","Percent","239","units","0","v91904960","2.3.1.10.5.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Developmental","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91904961","2.3.1.10.5.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Total labour force","Number","223","units","0","v91904962","2.3.1.11.1.1","5740","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Employed","Number","223","units","0","v91904963","2.3.1.11.1.2","930","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Unemployed","Number","223","units","0","v91904964","2.3.1.11.1.3","240","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Not in labour force","Number","223","units","0","v91904965","2.3.1.11.1.4","3990","","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Participation rate","Percent","239","units","0","v91904966","2.3.1.11.1.5","22.7","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91904967","2.3.1.11.1.6","26.7","","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91904968","2.3.1.11.1.7","18.0","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91904969","2.3.1.11.1.8","21.5","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91904970","2.3.1.11.1.9","20.5","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91904971","2.3.1.11.1.10","24.7","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Total labour force","Number","223","units","0","v91904972","2.3.1.11.2.1","910","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Employed","Number","223","units","0","v91904973","2.3.1.11.2.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Unemployed","Number","223","units","0","v91904974","2.3.1.11.2.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Not in labour force","Number","223","units","0","v91904975","2.3.1.11.2.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Participation rate","Percent","239","units","0","v91904976","2.3.1.11.2.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Age standardized participation rate","Percent","239","units","0","v91904977","2.3.1.11.2.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Employment Rate","Percent","239","units","0","v91904978","2.3.1.11.2.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Age standardized employment rate","Percent","239","units","0","v91904979","2.3.1.11.2.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Unemployment rate","Percent","239","units","0","v91904980","2.3.1.11.2.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Mild","Age standardized unemployment rate","Percent","239","units","0","v91904981","2.3.1.11.2.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Total labour force","Number","223","units","0","v91904982","2.3.1.11.3.1","410","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Employed","Number","223","units","0","v91904983","2.3.1.11.3.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Unemployed","Number","223","units","0","v91904984","2.3.1.11.3.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Not in labour force","Number","223","units","0","v91904985","2.3.1.11.3.4","200","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Participation rate","Percent","239","units","0","v91904986","2.3.1.11.3.5","48.7","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Age standardized participation rate","Percent","239","units","0","v91904987","2.3.1.11.3.6","47.3","E","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Employment Rate","Percent","239","units","0","v91904988","2.3.1.11.3.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Age standardized employment rate","Percent","239","units","0","v91904989","2.3.1.11.3.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Unemployment rate","Percent","239","units","0","v91904990","2.3.1.11.3.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Moderate","Age standardized unemployment rate","Percent","239","units","0","v91904991","2.3.1.11.3.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Total labour force","Number","223","units","0","v91904992","2.3.1.11.4.1","1990","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Employed","Number","223","units","0","v91904993","2.3.1.11.4.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Unemployed","Number","223","units","0","v91904994","2.3.1.11.4.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Not in labour force","Number","223","units","0","v91904995","2.3.1.11.4.4","1270","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Participation rate","Percent","239","units","0","v91904996","2.3.1.11.4.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Age standardized participation rate","Percent","239","units","0","v91904997","2.3.1.11.4.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Employment Rate","Percent","239","units","0","v91904998","2.3.1.11.4.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Age standardized employment rate","Percent","239","units","0","v91904999","2.3.1.11.4.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Unemployment rate","Percent","239","units","0","v91905000","2.3.1.11.4.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Severe","Age standardized unemployment rate","Percent","239","units","0","v91905001","2.3.1.11.4.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Total labour force","Number","223","units","0","v91905002","2.3.1.11.5.1","2430","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Employed","Number","223","units","0","v91905003","2.3.1.11.5.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Unemployed","Number","223","units","0","v91905004","2.3.1.11.5.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Not in labour force","Number","223","units","0","v91905005","2.3.1.11.5.4","1910","E","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Participation rate","Percent","239","units","0","v91905006","2.3.1.11.5.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Age standardized participation rate","Percent","239","units","0","v91905007","2.3.1.11.5.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Employment Rate","Percent","239","units","0","v91905008","2.3.1.11.5.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Age standardized employment rate","Percent","239","units","0","v91905009","2.3.1.11.5.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Unemployment rate","Percent","239","units","0","v91905010","2.3.1.11.5.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Mental and/or psychological","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91905011","2.3.1.11.5.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Total labour force","Number","223","units","0","v91905012","2.3.1.12.1.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Employed","Number","223","units","0","v91905013","2.3.1.12.1.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Unemployed","Number","223","units","0","v91905014","2.3.1.12.1.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Not in labour force","Number","223","units","0","v91905015","2.3.1.12.1.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Participation rate","Percent","239","units","0","v91905016","2.3.1.12.1.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91905017","2.3.1.12.1.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91905018","2.3.1.12.1.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91905019","2.3.1.12.1.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91905020","2.3.1.12.1.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91905021","2.3.1.12.1.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Total labour force","Number","223","units","0","v91905022","2.3.1.12.2.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Employed","Number","223","units","0","v91905023","2.3.1.12.2.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Unemployed","Number","223","units","0","v91905024","2.3.1.12.2.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Not in labour force","Number","223","units","0","v91905025","2.3.1.12.2.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Participation rate","Percent","239","units","0","v91905026","2.3.1.12.2.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Age standardized participation rate","Percent","239","units","0","v91905027","2.3.1.12.2.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Employment Rate","Percent","239","units","0","v91905028","2.3.1.12.2.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Age standardized employment rate","Percent","239","units","0","v91905029","2.3.1.12.2.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Unemployment rate","Percent","239","units","0","v91905030","2.3.1.12.2.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Mild","Age standardized unemployment rate","Percent","239","units","0","v91905031","2.3.1.12.2.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Total labour force","Number","223","units","0","v91905032","2.3.1.12.3.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Employed","Number","223","units","0","v91905033","2.3.1.12.3.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Unemployed","Number","223","units","0","v91905034","2.3.1.12.3.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Not in labour force","Number","223","units","0","v91905035","2.3.1.12.3.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Participation rate","Percent","239","units","0","v91905036","2.3.1.12.3.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Age standardized participation rate","Percent","239","units","0","v91905037","2.3.1.12.3.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Employment Rate","Percent","239","units","0","v91905038","2.3.1.12.3.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Age standardized employment rate","Percent","239","units","0","v91905039","2.3.1.12.3.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Unemployment rate","Percent","239","units","0","v91905040","2.3.1.12.3.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Moderate","Age standardized unemployment rate","Percent","239","units","0","v91905041","2.3.1.12.3.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Total labour force","Number","223","units","0","v91905042","2.3.1.12.4.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Employed","Number","223","units","0","v91905043","2.3.1.12.4.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Unemployed","Number","223","units","0","v91905044","2.3.1.12.4.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Not in labour force","Number","223","units","0","v91905045","2.3.1.12.4.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Participation rate","Percent","239","units","0","v91905046","2.3.1.12.4.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Age standardized participation rate","Percent","239","units","0","v91905047","2.3.1.12.4.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Employment Rate","Percent","239","units","0","v91905048","2.3.1.12.4.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Age standardized employment rate","Percent","239","units","0","v91905049","2.3.1.12.4.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Unemployment rate","Percent","239","units","0","v91905050","2.3.1.12.4.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Severe","Age standardized unemployment rate","Percent","239","units","0","v91905051","2.3.1.12.4.10","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Total labour force","Number","223","units","0","v91905052","2.3.1.12.5.1","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Employed","Number","223","units","0","v91905053","2.3.1.12.5.2","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Unemployed","Number","223","units","0","v91905054","2.3.1.12.5.3","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Not in labour force","Number","223","units","0","v91905055","2.3.1.12.5.4","","F","","","0"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Participation rate","Percent","239","units","0","v91905056","2.3.1.12.5.5","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Age standardized participation rate","Percent","239","units","0","v91905057","2.3.1.12.5.6","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Employment Rate","Percent","239","units","0","v91905058","2.3.1.12.5.7","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Age standardized employment rate","Percent","239","units","0","v91905059","2.3.1.12.5.8","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Unemployment rate","Percent","239","units","0","v91905060","2.3.1.12.5.9","","F","","","1"
"2012","Newfoundland and Labrador","2016A000210","Females","Total, 15 to 64 years","Unknown disability type","Very Severe","Age standardized unemployment rate","Percent","239","units","0","v91905061","2.3.1.12.5.10","","F","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Total labour force","Number","223","units","0","v91911662","3.2.1.1.1.1","5180","","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Employed","Number","223","units","0","v91911663","3.2.1.1.1.2","2710","","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Unemployed","Number","223","units","0","v91911664","3.2.1.1.1.3","600","E","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Not in labour force","Number","223","units","0","v91911665","3.2.1.1.1.4","1700","","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Participation rate","Percent","239","units","0","v91911666","3.2.1.1.1.5","66.1","","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Age standardized participation rate","Percent","239","units","0","v91911667","3.2.1.1.1.6","63.0","","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Employment Rate","Percent","239","units","0","v91911668","3.2.1.1.1.7","54.1","","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Age standardized employment rate","Percent","239","units","0","v91911669","3.2.1.1.1.8","52.6","","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Unemployment rate","Percent","239","units","0","v91911670","3.2.1.1.1.9","18.1","E","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Total population, severity of disability","Age standardized unemployment rate","Percent","239","units","0","v91911671","3.2.1.1.1.10","19.2","E","","","1"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Mild","Total labour force","Number","223","units","0","v91911672","3.2.1.1.2.1","2180","","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Mild","Employed","Number","223","units","0","v91911673","3.2.1.1.2.2","1590","","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Mild","Unemployed","Number","223","units","0","v91911674","3.2.1.1.2.3","","F","","","0"
"2012","Prince Edward Island","2016A000211","Males","Total, 15 to 64 years","All disability types","Mild","Not in labour force","Number","223","units","0","v91911675","3.2.1.1.2.4","280","E","","","0"
